"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name"
"11k4tvic74sl3wx","MGI:1913790","Fam107b","C57BL","Early adult","MGP_IMM_004_001","0.1913227","Total CD4+ T cells - % of ab T cells"
"11q2b799qi9ngix","MGI:3590554","FIRRM","C57BL","Early adult","MGP_IMM_011_001","0.1058655","Resting Treg cells - % of Treg"
"11q5m0979h425sm","MGI:3650206","Gm12695","C57BL","Early adult","MGP_IMM_006_001","0.1293033","Effector CD4+ T helper cells - % of CD4+ T helper cells"
"11q64c3150y7oca","MGI:1917770","Glipr2","C57BL","Early adult","MGP_IMM_013_001","0.8181753","Total CD8+ T cells - % of ab T cells"
"11rmu601h513koa","MGI:3649135","Gm7694","C57BL","Early adult","JAX_OFD_017_001","0.8069032","Center average speed"
"11v05ajvs6snl2a","MGI:104899","Mob4","C57BL","E9.5","JAX_OFD_007_001","0.7415616","Whole arena resting time"
"11wf3r5b694yb3a","MGI:107191","Bmpr1b","C57BL","Early adult","IMPC_EYE_061_001","0.06327715","Right anterior chamber depth"
"12004p0820u6vxa","MGI:3606212","Rbbp8nl","C57BL","Early adult","IMPC_GEO_064_001","0.3425343","Edema"
"1200s2y8v36792m","MGI:2138198","D630023F18Rik","C57BL","Early adult","JAX_OFD_022_001","0.2787287","Percentage center time"
"120259h5195nkhx","MGI:1924955","Cstdc2","C57BL","Early adult","CCP_LDT_004_001","0.941269","Dark side time spent"
"1207dqu5x09p40m","MGI:1913882","Dph6","C57BL","Early adult","IMPC_GEM_075_001","0.1409493","Delayed embryonic development"
"121qke3h3v8040x","MGI:1351315","Eloa","C57BL","Early adult","ESLIM_011_001_003","0.4783291","PP2 startle magnitude"
"1222h34h3580g3m","MGI:3650206","Gm12695","C57BL","Early adult","ESLIM_021_001_002","0.1042413","Total cholesterol"
"1225ni0y6w472cm","MGI:1919051","Plekhf2","C57BL","Early adult","MGP_MLN_076_001","0.8316915","Naive CD8+ T cells - % of CD45+"
"1226l9v4vx966va","MGI:1915599","Ndufs3","C57BL","Early adult","IMPC_CBC_001_001","0.9600968","Sodium"
"1228wfl93s6do8a","MGI:1095412","Unc5c","C57BL","Early adult","CCP_XRY_031_001","0.9870447","Digit integrity"
"122s702wbr0eh4a","MGI:1916987","Ttl","C57BL","E12.5","IMPC_GRS_010_001","0.6925274","Forelimb grip strength normalised against body weight"
"1244ds6x93c14gx","MGI:107191","BMPR1B","C57BL","Early adult","IMPC_DXA_005_001","0.5395488","Bone Mineral Content (excluding skull)"
"1246hm55xn47w0m","MGI:1916987","Ttl","C57BL","E15.5","IMPC_GRS_009_001","0.3136928","Forelimb and hindlimb grip strength measurement mean"
"12548y5r5qv986x","MGI:2677271","Slc24a5","C57BL","Early adult","MGP_IMM_116_001","0.4321807","Plasma cells - % of CD45+"
"125fpme813mwhqa","MGI:1924265","Mpped2","C57BL","Early adult","IMPC_CSD_030_001","0.7384785","Tremor"
"12636ev59flstba","MGI:2444631","Bltp1","C57BL","E12.5","IMPC_CBC_002_001","0.5482114","Potassium"
"126j0y02l24zq9a","MGI:104708","Cct3","C57BL","E9.5","IMPC_ECG_003_001","0.457016","CV"
"126vsfnl608ddna","MGI:1916987","Ttl","C57BL","E15.5","KMPCLA_GRS_010_001","0.1967715","Forelimb grip strength normalised against body weight"
"127024nfe13990m","MGI:1918066","Rpusd2","C57BL","Early adult","CCP_XRY_005_001","0.1544156","Teeth"
"1275j40md6nx0bm","MGI:2385213","Pdik1l","C57BL","Early adult","MGP_MLN_014_001","0.5062928","Resting CD8+ T cells - % of CD8+"
"127akqpj670o3px","MGI:1350930","Srp9","C57BL","Early adult","IMPC_CBC_001_001","0.9478496","Sodium"
"12802vs428176da","MGI:1919051","Plekhf2","C57BL","Early adult","IMPC_OFD_016_001","0.680873","Center permanence time"
"1281i71r87v145a","MGI:1923073","Fam227b","C57BL","Early adult","CCP_XRY_004_001","0.2782802","Mandibles"
"12859d7p1y8v7tx","MGI:2135283","Igsf9","C57BL","Early adult","IMPC_GEP_017_001","0.1304617","Facial Morphology"
"128ob98j383opta","MGI:1349164","Sdc4","C57BL","Early adult","CCP_XRY_062_001","0.1388028","Polysyndactylism"
"12au980j5fa0v7m","MGI:1095412","Unc5c","C57BL","Early adult","IMPC_IMM_032_002","0.4846429","Effector CD8+ T cells - % of live leukocytes (Panel A)"
"12b87j13k2947ra","MGI:1201673","Shox2","C57BL","E9.5","IMPC_EYE_068_001","0.4947482","Left total retinal thickness"
"12bj79z2d3xb8bx","MGI:2385213","PDIK1L","C57BL","Middle aged adult","IMPC_XRY_063_001","0.807811","Cervical processes"
"12cf043z6685z4m","MGI:1918142","Ttll7","C57BL","Early adult","MGP_PBI_009_001","0.4436921","CD4+ CD44+ CD62L- alpha beta effector T cell percentage"
"12fw4q3mf6bdwtx","MGI:1921735","Lrrc71","C57BL","Early adult","IMPC_GEO_015_001","0.9931864","Head shape"
"12gq3w1g5q2r8ta","MGI:1917770","Glipr2","C57BL","Early adult","M-G-P_026_001_003","0.694687","Coat intact"
"12hc2tb4195b9fx","MGI:2676312","Abca12","C57BL","Early adult","IMPC_CBC_001_001","0.9077374","Sodium"
"12j57w739216ldm","MGI:1098604","Rragd","C57BL","Early adult","IMPC_EYE_003_001","0.2958813","Eye Hemorrhage or Blood Presence"
"12jmucso440rc0x","MGI:97565","Pgm1","C57BL","E9.5","IMPC_GEM_070_001","0.3350869","Midbrain morphology"
"12k9w3p3l86pr6a","MGI:2385213","Pdik1l","C57BL","Middle aged adult","JAX_LDT_008_001","0.8784945","Percent time in dark"
"12m85segc1g43ra","MGI:1914542","Pigc","C57BL","Early adult","IMPC_CSD_014_001","0.3304473","Coat - hair texture / appearance - back"
"12nynhlw1cx0gua","MGI:107674","Cd1d1","C57BL","Early adult","IMPC_CBC_004_001","0.8919275","Urea (Blood Urea Nitrogen - BUN)"
"12o2sei088i1jhm","MGI:107191","Bmpr1b","C57BL","Early adult","IMPC_GRS_010_001","0.9348993","Forelimb grip strength normalised against body weight"
"12q7646z4m3554m","MGI:1350930","Srp9","C57BL","E9.5","IMPC_OFD_012_001","0.3794327","Periphery permanence time"
"12qx9d97mrm4p2m","MGI:98397","Src","C57BL","Early adult","IMPC_EYE_065_001","0.5102281","Right posterior chamber depth"
"12s6optx07k7fnx","MGI:97565","Pgm1","C57BL","Early adult","MGP_IMM_019_001","0.8822697","CD5+ gd T cells - % of gd T cells"
"12u254853p038pa","MGI:1350930","Srp9","C57BL","E12.5","IMPC_IPG_010_001","0.9363435","Fasted blood glucose concentration"
"12y5v1987g73h5m","MGI:3045320","Mgat4f","C57BL","Early adult","JAX_LDT_003_001","0.836332","Time mobile light side"
"130952n7y7ypzqx","MGI:1859866","Cdc20","C57BL","E12.5","ESLIM_011_001_002","0.629944","PP1 startle magnitude"
"13154izy94xh9um","MGI:1922423","Tex38","C57BL","Early adult","CCP_XRY_004_001","0.6217416","Mandibles"
"133l9u2pd44vd6a","MGI:2140361","Slc35d1","C57BL","Early adult","IMPC_ECG_004_001","0.2991767","RR"
"1368xwp051oye4m","MGI:1914210","Mindy3","C57BL","Early adult","MGP_IMM_052_001","0.1361533","Plasma cells - % of B2 cells"
"136eh5b707p675a","MGI:99218","Cdh4","C57BL","Early adult","IMPC_FEA_003_001","0.9228694","Conditioning Baseline % Freezing Time"
"138p39u8r94v6cx","MGI:2676312","Abca12","C57BL","E18.5","IMPC_HEM_003_001","0.06271728","Hemoglobin"
"138rj4iy24qe07m","MGI:2158201","Acot8","C57BL","Early adult","IMPC_CBC_005_001","0.8301091","Creatinine"
"13b447wl386tg5m","MGI:106925","Cldn11","C57BL","Late adult","IMPC_EYE_003_001","0.1020165","Eye Hemorrhage or Blood Presence"
"13b5cj605kjfh6m","MGI:101813","Coq3","C57BL","Early adult","IMPC_CSD_040_002","0.9022041","Forepaw - size"
"13d252vx8yt5ica","MGI:2443564","Ambra1","C57BL","E12.5","ESLIM_015_001_004","0.3654595","Sodium"
"13f8kg77lx5s3oa","MGI:2385213","Pdik1l","C57BL","Early adult","MGP_IMM_011_001","0.2737627","Resting Treg cells - % of Treg"
"13g5mub9r8yo4aa","MGI:2443805","Bnc2","C57BL","Early adult","IMPC_ACS_037_001","0.7995246","% Pre-pulse inhibition - Global"
"13h57708232ttcx","MGI:1921607","Efhd1","C57BL","Early adult","UCD_OWT_029_001","0.4222624","Body length"
"13i9rj7xg4j8msa","MGI:1926106","Fam163b","C57BL","Early adult","ESLIM_020_001_004","0.7228101","Visual abnormality"
"13m5wf0s8burcbm","MGI:2445096","DHTKD1","C57BL","Early adult","ESLIM_005_001_005","0.3400448","Bone Mineral Content"
"13m8c8iw0y861xa","MGI:106637","Slc30a2","C57BL","E9.5","IMPC_HWT_002_001","0.7146863","Tibia length"
"13nf15zni131nlm","MGI:2441837","Adgrb3","C57BL","Early adult","IMPC_OFD_012_001","0.9263592","Periphery permanence time"
"13tl7k5g9oe32im","MGI:2444631","Bltp1","C57BL","Early adult","IMPC_XRY_027_001","0.4797915","Joints"
"13v37962jpbn17x","MGI:102844","Mybpc3","C57BL","Early adult","ESLIM_021_001_005","0.8509901","HDL-cholesterol"
"13w499jn8y4144a","MGI:107363","Stxbp1","C57BL","E18.5","IMPC_CBC_006_001","0.9280501","Total protein"
"13w4y4r6043jnvm","MGI:1920199","Ccnt2","C57BL","Early adult","IMPC_CSD_036_001","0.3107446","Startle response"
"13wk27e16159uha","MGI:98386","Sptan1","C57BL","E9.5","IMPC_XRY_063_001","0.157809","Cervical processes"
"1400385gjo3896m","MGI:95777","Gnas","129SV","Early adult","IMPC_GEM_025_002","0.9013863","Pallor"
"141755a6f57y71a","MGI:107363","Stxbp1","C57BL","E9.5","MGP_IMM_130_001","0.3320006","CD11b-low cDC - % of CD45+"
"141aa2e9527u80m","MGI:3590554","Firrm","C57BL","Early adult","IMPC_CSD_014_001","0.1085565","Coat - hair texture / appearance - back"
"141g95x6l7eoo6m","MGI:2677271","Slc24a5","C57BL","Early adult","MGP_CSD_068_001","0.8357568","Vibrissae"
"141x9ow09467fha","MGI:103300","Rbl1","C57BL","Early adult","JAX_HBD_001_001","0.3458721","Total holepokes"
"1423fo2m3byf2mm","MGI:1914454","Eif2s2","C57BL","Early adult","MGP_IMM_007_001","0.7854664","Resting CD4+ T helper cells - % of CD4+ T helper cells"
"1439p40x2m56t9a","MGI:99218","Cdh4","C57BL","Early adult","CCP_XRY_062_001","0.07968266","Polysyndactylism"
"143j003r168k8qa","MGI:1926106","Fam163b","C57BL","Early adult","IMPC_CBC_008_001","0.8323955","Total bilirubin"
"1442yhr3hb883ox","MGI:2443100","Bend7","C57BL","Early adult","M-G-P_025_001_005","0.4782589","Potassium"
"145505s3gqfo2mx","MGI:1921263","Rftn2","C57BL","Early adult","IMPC_CSD_024_001","0.8291832","Vibrissae - appearance"
"1469162mol0rw5x","MGI:107191","Bmpr1b","C54BL","Early adult","MGP_IMM_128_001","0.6237332","Conventional DC (cDC) - % of CD45+"
"146mdtzmvoh3qyx","MGI:97565","Pgm1","C57BL","Early adult","IMPC_CBC_005_001","0.3785204","Creatinine"
"1478a8l7a04v92a","MGI:1917120","Polr3gl","C57BL","Early adult","ESLIM_005_001_701","0.2580332","BMC/Body weight"
"1482q99i7fd928x","MGI:3576049","Ugt1a2","C57BL","Early adult","MGP_MLN_078_001","0.8597944","Total gd T cells - % of CD45+"
"14888e490yq1etx","MGI:2444631","Bltp1","C57BL","E15.5","IMPC_XRY_006_001","0.06973749","Scapulae"
"1488w0t66c6p9qa","MGI:1916987","Ttl","C57BL","Early adult","MGP_IMM_083_001","0.5940664","Naive CD8+ T cells - % of CD45+"
"1495n015640jtim","MGI:1916330","Gmppa","C57BL","Early adult","UCDLA_EYE_083_001","0.2760842","Vitreous"
"14ax2m3132d872a","MGI:1860511","Heyl","C57BL","Early adult","IMPC_EYE_069_001","0.9369347","Left inner nuclear layer"
"14b2jc8mw22mr7x","MGI:2679420","Pak6","C57BL","Early adult","IMPC_CSD_030_001","0.2270251","Tremor"
"14bgze2s07u46ra","MGI:2444824","Sirpb1a","C57BL","Early adult","IMPC_GEP_005_002","0.1970049","Responsive to tactile stimuli"
"14f8885i8z4s84x","MGI:2140259","Zmynd12","C57BL","Early adult","MGP_IMM_013_001","0.4212204","Total CD8+ T cells - % of ab T cells"
"14g9wf1o3jfg6ma","MGI:2153070","Synpo2","C57BL","Early adult","IMPC_EYE_064_001","0.1804909","Right outer nuclear layer"
"14gxns7djs255mm","MGI:1927753","Inpp5e","C57BL","Early adult","JAX_OFD_009_001","0.172445","Whole arena average speed"
"14h11803k87z1ox","MGI:107674","Cd1d1","C57BL","Early adult","CCP_XRY_004_001","0.8322341","Mandibles"
"14jhjtdo621a4zx","MGI:97324","Nhlh2","C57BL","Early adult","IMPC_HEM_005_001","2.345439e-05","Mean cell volume"
"14n74i00a5k7d1m","MGI:97803","Ptma","C57BL","E9.5","IMPC_GRS_010_001","0.6610879","Forelimb grip strength normalised against body weight"
"14nz9t59c26643x","MGI:101813","Coq3","C57BL","Early adult","MGP_IMM_086_001","0.6814163","CD5+ gd T cells - % of CD45+"
"14pgwb72jhwis7x","MGI:1096385","Bcan","C57BL","Late adult","IMPC_CSD_029_001","0.4886278","Activity (body position)"
"14thwu837m8k77x","MGI:1913721","Anp32e","C57BL","Early adult","ESLIM_011_001_005","0.6170878","PP4 startle magnitude"
"14xt23g1397j48a","MGI:87879","Aco1","C57BL","Early adult","MGP_IMM_076_001","0.4129635","Total Treg cells - % of CD45+"
"14yfq12a91aia7x","MGI:1098604","Rragd","C57BL","Early adult","ESLIM_005_001_701","0.469748","BMC/Body weight"
"1513943t394146x","MGI:1914199","Trim59","C57BL","Early adult","MGP_MLN_018_001","0.6970273","CD5+ gd T cells - % of gd T cells"
"151a3u9zcn1801m","MGI:2384297","Map7d1","C57BL","Early adult","IMPC_CSD_014_001","0.9590291","Coat - hair texture / appearance - back"
"151huy289qsnybm","MGI:107674","Cd1d1","C57BL","Early adult","IMPC_ECG_014_001","0.4406266","rMSSD"
"1525oi7506jxcba","MGI:1346086","Aplnr","C57BL","Early adult","MGP_CSD_008_001","0.7135637","Startle response"
"1526lye54qsjg3m","MGI:2681832","Cspp1","C57BL","Early adult","IMPC_CSD_041_002","0.1994778","Hindpaw - size"
"15345vip46jnvfx","MGI:1919369","Tpx2","C57BL","E9.5","MGP_IMM_126_001","0.6063027","Total DC - % of CD45+"
"1541h110j7j26ta","MGI:1924467","Rspo4","C57BL","Early adult","IMPC_XRY_033_001","0.3217672","Tibia length"
"1545zhg080lndem","MGI:2444508","Fitm2","C57BL","Early adult","IMPC_HEM_030_001","0.8390431","Neutrophil cell count"
"154ash06oo46f6a","MGI:2444391","Slc25a44","C57BL","Early adult","ESLIM_008_001_022","0.1272455","Vocalisation"
"155fwoz9k3d897m","MGI:1351315","Eloa","C57BL","E9.5","IMPC_DXA_008_001","0.894999","Lean/Body weight"
"155g3a49d985jha","MGI:1913746","Ppdpf","C57BL","Early adult","IMPC_CBC_020_001","0.2060705","Fructosamine"
"156j4z97t18747m","MGI:1353665","Usp21","C57BL","Early adult","ESLIM_013_001_004","0.8112209","Left retina pigmentation"
"159605yr3a22u3a","MGI:97850","Raly","C57BL","Early adult","CCP_XRY_061_001","0.0944305","Fusion of processes"
"159sz6wbw418eux","MGI:97565","Pgm1","C57BL","E12.5","IMPC_OFD_021_001","0.7926665","Number of rears - total"
"15b425xausi4r0x","MGI:1350930","Srp9","C57BL","E12.5","IMPC_EYE_023_001","0.6145449","Optic Disc"
"15f099d77o508vx","MGI:2444631","Bltp1","C57BL","Early adult","IMPC_GEO_064_001","0.2679445","Edema"
"15f5p80s81s27dm","MGI:2140259","Zmynd12","C57BL","Early adult","MGP_IMM_076_001","0.9261569","Total Treg cells - % of CD45+"
"15f7g8076vr423x","MGI:2676312","Abca12","C57BL","Early adult","IMPC_XRY_023_001","0.8536833","Ulna"
"15gy491fgl0u1gm","MGI:1919051","Plekhf2","C57BL","Early adult","CCP_XRY_062_001","0.6351669","Polysyndactylism"
"15ih5n3545w1l6x","MGI:3646006","Gm5148","C57BL","Early adult","JAX_PLC_004_001","0.8150471","Glucose"
"15j5pvrjk3io1xa","MGI:2384297","Map7d1","C57BL","E12.5","IMPC_CBC_015_001","0.638482","Total cholesterol"
"15joz3wm317e70x","MGI:1920484","Snorc","C57BL","Early adult","MGP_MLN_015_001","0.461412","Naive CD8+ T cells - % of CD8+"
"15k76g4ncki170x","MGI:1921735","Lrrc71","C57BL","Early adult","CCP_XRY_004_001","0.6898114","Mandibles"
"15l9rqe1um6399a","MGI:2151053","Serpinb7","C57BL","Early adult","MGP_CSD_027_001","0.2768573","Ventral coat/hair colour pattern"
"15m7l53x475g95m","MGI:1922423","Tex38","C57BL","Early adult","IMPC_GEO_017_002","0.3699605","Facial Cleft"
"15oq106nm93670m","MGI:1201673","Shox2","C57BL","Early adult","IMPC_FEA_003_001","0.4432819","Conditioning Baseline % Freezing Time"
"15oz83376t5176a","MGI:3650206","Gm12695","C57BL","Early adult","IMPC_EYE_092_002","0.3427935","Retina (combined)"
"15pr6m8d9z2560a","MGI:1924232","Vxn","C57BL","Early adult","IMPC_HEM_031_001","0.9835894","Lymphocyte differential count"
"15r47p0lch4807m","MGI:1278321","Epc2","C57BL","Early adult","IMPC_CSD_041_002","0.6412936","Hindpaw - size"
"15r57j1pm17t73a","MGI:1918142","Ttll7","C57BL","Early adult","MGP_MLN_003_001","0.3058855","Total CD4+ T cells - % of ab T cells"
"15t542l9nk31x0x","MGI:2140050","Ints3","C57BL","E9.5","MGP_IMM_127_001","0.1525652","Plasmacytoid DC - % of CD45+"
"15xm1528khnbofx","MGI:1309469","Casq2","C57BL","Early adult","M-G-P_025_001_005","0.208461","Potassium"
"15y281o9310wuax","MGI:1353435","Fbxw2","C57BL","Early adult","IMPC_HEM_037_001","0.7186832","Basophil cell count"
"1603hrxt1j8zfox","MGI:1927753","Inpp5e","C57BL","E12.5","UCDLA_EYE_083_001","0.7017097","Vitreous"
"1610205l8fdo3xx","MGI:101784","Nes","C57BL","Early adult","IMPC_GEL_027_001","0.3789146","Neural tube closure"
"162223lb5ho87xa","MGI:107363","Stxbp1","C57BL","E9.5","ESLIM_015_001_004","0.8488772","Sodium"
"162o228v574it7m","MGI:2441837","Adgrb3","C57BL","Early adult","IMPC_XRY_006_001","0.5422067","Scapulae"
"16334f1sewg2tex","MGI:1915862","Ube2c","C57BL","E12.5","IMPC_CBC_018_001","0.08509226","Glucose"
"1637d20935cti1m","MGI:97565","Pgm1","C57BL","E12.5","IMPC_HWT_002_001","0.6464639","Tibia length"
"163se205qt11n8a","MGI:3045320","Mgat4f","C57BL","Early adult","M-G-P_026_001_010","0.4269704","Mouth morphology"
"1646c32k187c9ta","MGI:1915862","Ube2c","C57BL","E18.5","IMPC_IMM_040_002","0.7221093","Effector CD4+ NKT cells - % of live leukocytes (Panel A)"
"1657m028773jgqm","MGI:1920199","Ccnt2","C57BL","E12.5","MGP_IMM_086_001","0.278994","CD5+ gd T cells - % of CD45+"
"165ar37z2i22nxx","MGI:105383","Il18r1","C57BL","Early adult","IMPC_FEA_003_001","0.7556026","Conditioning Baseline % Freezing Time"
"166960rwt5ozycm","MGI:2442704","Frrs1l","C57BL","Early adult","IMPC_GEM_068_001","0.1651716","Forebrain morphology"
"167o77o24fpghqx","MGI:101784","Nes","C57BL","Early adult","IMPC_EYE_003_001","0.5599266","Eye Hemorrhage or Blood Presence"
"16860f8331655nm","MGI:2138198","D630023F18Rik","C57BL","Early adult","IMPC_FEA_003_001","0.09472511","Conditioning Baseline % Freezing Time"
"1689t273133n87x","MGI:1916987","Ttl","C57BL","E15.5","IMPC_XRY_063_001","0.8106443","Cervical processes"
"168sfmqlhvuaq2m","MGI:101813","Coq3","C57BL","Early adult","IMPC_GEL_060_001","0.8671597","Neural tube morphology"
"169dywe1s7lqu4a","MGI:1916732","Nup35","C57BL","Early adult","IMPC_XRY_022_001","0.6881936","Radius"
"16b76un1a299rem","MGI:3650206","Gm12695","C57BL","Early adult","JAX_LDT_002_001","0.06166193","Light side time spent"
"16d4s582rg25bja","MGI:103300","Rbl1","C57BL","Early adult","IMPC_EYE_068_001","0.9166186","Left total retinal thickness"
"16eh3o193xfcd6x","MGI:1921607","Efhd1","C57BL","Early adult","IMPC_XRY_012_001","0.08023867","Pelvis"
"16fj3127x0r081x","MGI:104688","Col4a3","C57BL","Early adult","IMPC_HWT_002_001","0.5107003","Tibia length"
"16fr1b54bt091lx","MGI:2384297","Map7d1","C57BL","Early adult","ESLIM_005_001_005","0.9545154","Bone Mineral Content"
"16i64krz1r61bex","MGI:2444989","Spg11","C57BL","Early adult","UCDIP_CSD_014_001","0.3051662","Coat - hair texture / appearance - back"
"16j355m4v09q00m","MGI:1201673","Shox2","C57BL","E12.5","ESLIM_011_001_002","0.1929522","PP1 startle magnitude"
"16k2l2355mx6z3a","MGI:1921263","Rftn2","C57BL","Early adult","IMPC_CBC_002_001","0.3899253","Potassium"
"16lg06pc439l8am","MGI:1921722","Stpg3","C57BL","Early adult","IMPC_DXA_003_001","0.126475","Lean mass"
"16mshdhm7ijy88a","MGI:1920199","Ccnt2","C59BL","E12.5","IMPC_GEL_011_001","0.09782392","Embryo turning"
"16nvrw599x7j9jm","MGI:1309469","Casq2","C57BL","Early adult","IMPC_ACS_034_001","0.1476033","% Pre-pulse inhibition - PPI2"
"16p166x4661gr0m","MGI:1096385","Bcan","C57BL","Middle aged adult","MGP_CSD_027_001","0.9785672","Ventral coat/hair colour pattern"
"16p32949pw3z36a","MGI:2443100","Bend7","C57BL","Early adult","IMPC_GEM_007_001","0.8668437","Pericardium Morphology"
"16p3ce6rqfk34ra","MGI:1913420","Chchd5","C57BL","Early adult","UCDLA_CSD_012_001","0.2492477","Coat - hair distribution - head"
"16t0m9285i33fym","MGI:1922387","Rprd2","C57BL","Early adult","ESLIM_008_001_012","0.8733125","Tail elevation"
"16t1e0m4g605c2x","MGI:1927753","Inpp5e","C57BL","Early adult","IMPC_OFD_013_001","0.06923445","Periphery average speed"
"16v1l949el8i87a","MGI:1915862","Ube2c","C57BL","E18.5","IMPC_CSD_061_001","0.7169257","Skin color - tail"
"16v5uzlaxw67a5a","MGI:2442704","Frrs1l","C57BL","Early adult","IMPC_HEM_004_001","0.1705775","Hematocrit"
"16v87di2355z2qx","MGI:2444508","Fitm2","C57BL","E15.5","CCP_XRY_005_001","0.9717753","Teeth"
"16w624l5ta6783x","MGI:1918066","Rpusd2","C57BL","Early adult","IMPC_CBC_005_001","0.1879073","Creatinine"
"16wl2610hxp573x","MGI:97898","Ren1","C57BL","Early adult","MGP_IMM_116_001","0.9485641","Plasma cells - % of CD45+"
"171471550kxi64a","MGI:2685195","Zbtb34","C57BL","E9.5","IMPC_CBC_018_001","0.2104304","Glucose"
"1717m5924be7ylx","MGI:2444631","Bltp1","C57BL","Early adult","IMPC_EYE_070_001","0.2329561","Left outer nuclear layer"
"171x1914n1rt4qa","MGI:2444631","Bltp1","C57BL","E12.5","IMPC_XRY_021_001","0.9211174","Humerus"
"1722io7cx5g380m","MGI:1924486","Sccpdh","C57BL","Early adult","IMPC_IMM_032_002","0.6271366","Effector CD8+ T cells - % of live leukocytes (Panel A)"
"1726120591zul3x","MGI:1346069","Cdh20","C57BL","Early adult","IMPC_CAL_017_001","0.2836197","Respiratory Exchange Ratio"
"172gh523zehzm7x","MGI:1920199","Ccnt2","C57BL","E12.5","IMPC_ACS_033_001","0.8259907","% Pre-pulse inhibition - PPI1"
"1731u228uob08la","MGI:1920484","Snorc","C57BL","Early adult","MGP_IMM_040_001","0.3960981","Ly6C+ mature NK cells - % of mature NK cells"
"174045y3a422szx","MGI:98397","Src","129SV","Early adult","ESLIM_020_001_002","0.2099187","Heart weight"
"174j8170d58ei7m","MGI:1914454","Eif2s2","C57BL","Early adult","IMPC_GEP_022_001","0.8734209","Embryo Size"
"175m31h7o2l51gx","MGI:1913692","Spc25","C57BL","Early adult","IMPC_OFD_020_001","0.3186312","Distance travelled - total"
"1766z8815lgdn7x","MGI:99218","Cdh4","C57BL","Early adult","IMPC_GEL_027_001","0.6381218","Neural tube closure"
"17696f42rje8lzx","MGI:2685869","Dpy19l4","C57BL","Early adult","IMPC_CSD_061_001","0.8917282","Skin color - tail"
"176n918uay91ilm","MGI:1201673","Shox2","C57BL","E9.5","IMPC_CSD_036_001","0.5870352","Startle response"
"1772rnnm0b5q10a","MGI:2444508","Fitm2","C57BL","E15.5","IMPC_EYE_087_001","0.3626204","Right vitreous humor thickness"
"1776g020d4o6h1m","MGI:1927241","Wdr12","C57BL","E9.5","ESLIM_011_001_004","0.2522058","PP3 startle magnitude"
"177nkhgsfo6yj8a","MGI:2685195","Zbtb34","C57BL","Early adult","IMPC_GEO_017_002","0.3106594","Facial Cleft"
"177r7x2dn4639um","MGI:104559","Rcn1","C57BL","Early adult","ESLIM_016_001_005","0.9958906","Mean cell volume"
"17812gr8xysgt4m","MGI:2448514","R3hdm1","C57BL","Early adult","HMGULA_DYS_016_001","0.2191541","Coat - hair texture / appearance - abdomen"
"17820c28rkbrk1m","MGI:1353665","Usp21","C57BL","Early adult","MGP_IMM_128_001","0.831167","Conventional DC (cDC) - % of CD45+"
"178gr4kl9447lba","MGI:1916413","Mrpl44","C57BL","Early adult","IMPC_CBC_013_001","0.3739549","Alanine aminotransferase"
"179at2ne7583k8a","MGI:1914454","Eif2s2","C57BL","E12.5","ESLIM_011_001_002","0.8974038","PP1 startle magnitude"
"17d44m64v5mvs1x","MGI:102519","Cst3","C57BL","E12.5","IMPC_ECG_010_001","0.6113617","HRV"
"17d750450r2391m","MGI:1353435","Fbxw2","C57BL","Early adult","IMPC_GEL_027_001","0.7120641","Neural tube closure"
"17ds6k681476k3a","MGI:1922776","Eppin","C57BL","Early adult","IMPC_GEM_019_001","0.2638804","Embryo Size"
"17m6j33xe27b78a","MGI:2443805","Bnc2","C57BL","Early adult","MGP_MLN_012_001","0.49786","Total CD8+ T cells - % of ab T cells"
"17n0x87345a9f1a","MGI:1918066","Rpusd2","C57BL","Early adult","IMPC_CSD_030_001","0.3716816","Tremor"
"17s6bb7imp3ydjm","MGI:106925","Cldn11","C57BL","Middle aged adult","IMPC_GEL_058_001","0.6450764","Heart morphology"
"17tf7v1225r4v4m","MGI:1860511","Heyl","C57BL","Early adult","IMPC_CBC_015_001","0.9705637","Total cholesterol"
"17tg38254oa1ptx","MGI:2676312","Abca12","C57BL","E18.5","IMPC_OFD_050_001","0.4280825","Percentage center movement time"
"17u3b5myuby6u1x","MGI:1921520","Usp20","C57BL","Early adult","IMPC_GEL_011_001","0.7366299","Embryo turning"
"17uhwu9jn30zmwa","MGI:107674","Cd1d1","C57BL","Early adult","IMPC_CBC_009_001","0.7186722","Calcium"
"17y7wd7n4c3z84a","MGI:1341898","Nmur1","C57BL","Early adult","IMPC_GEP_022_001","0.2779479","Embryo Size"
"17zd7l0rbqv679x","MGI:1309469","Casq2","C57BL","Early adult","IMPC_EYE_088_001","0.5741228","Left vitreous humour thickness"
"1812692miq964nm","MGI:1921722","Stpg3","C57BL","Early adult","IMPC_HEM_001_001","0.4921107","White blood cell count"
"182349d0n6tzk3m","MGI:2443564","Ambra1","C57BL","E15.5","MGP_IMM_080_001","0.6394653","Total CD8+ T cells - % of CD45+"
"182y941xrd4545a","MGI:1914210","Mindy3","C57BL","Early adult","IMPC_CBC_005_001","0.2961441","Creatinine"
"183g0lr07iun6ma","MGI:1913692","Spc25","C57BL","E9.5","MGP_CSD_008_001","0.4217011","Startle response"
