"parameter_id","parameter_name","parameter_description","procedure_id"
"IMPC_ELZ_081_001","Bit depth","bit_depth",11
"IMPC_ELZ_082_001","Colorspace","colorspace",11
"IMPC_ELZ_083_001","Experimental category","experimental_category",11
"IMPC_ELZ_084_001","Orientation","orientation",11
"IMPC_ELZ_085_001","Pixels per millimeter before processing","pixels_per_millimeter_before_processing",11
"IMPC_ELZ_086_001","Pixels per millimeter after processing","pixels_per_millimeter_after_processing",11
"IMPC_ELZ_087_001","Showcase image","showcase_image",11
"IMPC_ELZ_088_001","Date of sacrifice","date_of_sacrifice",11
"IMPC_ELZ_089_001","Date of staining","date_of_staining",11
"IMPC_ELZ_090_001","Date of annotation","date_of_annotation",11
"IMPC_ELZ_091_001","Date of image capture","date_of_image_capture",11
"IMPC_ELZ_092_001","Hindbrain","hindbrain",11
"IMPC_ELZ_093_001","Placenta","placenta",11
"IMPC_PAT_001_001","Brain","brain",26
"IMPC_PAT_002_001","Eye with optic nerve","eye_with_optic_nerve",26
"IMPC_PAT_003_001","Spinal cord","spinal_cord",26
"IMPC_PAT_004_001","Thymus","thymus",26
"IMPC_PAT_005_001","Thyroid","thyroid",26
"IMPC_PAT_006_001","Heart","heart",26
"IMPC_PAT_007_001","Trachea","trachea",26
"IMPC_PAT_008_001","Esophagus","esophagus",26
"IMPC_PAT_009_001","Lung","lung",26
"IMPC_PAT_010_001","Liver","liver",26
"IMPC_PAT_011_001","Gall bladder","gall_bladder",26
"IMPC_PAT_012_001","Stomach","stomach",26
"IMPC_PAT_013_001","Small intestine","small_intestine",26
"IMPC_PAT_014_001","Large intestine","large_intestine",26
"IMPC_PAT_015_001","Pancreas","pancreas",26
"IMPC_PAT_016_001","Spleen","spleen",26
"IMPC_PAT_017_001","Kidney","kidney",26
"IMPC_PAT_018_001","Adrenal gland","adrenal_gland",26
"IMPC_PAT_019_001","Mammary gland","mammary_gland",26
"IMPC_PAT_020_001","Lymph node","lymph_node",26
"IMPC_PAT_021_001","Skin","skin",26
"IMPC_PAT_022_001","Skeletal muscle","skeletal_muscle",26
"IMPC_PAT_023_001","Urinary bladder","urinary_bladder",26
"IMPC_PAT_024_001","Testes","testes",26
"IMPC_PAT_025_001","Epididymis","epididymis",26
"IMPC_PAT_026_001","Prostate","prostate",26
"IMPC_PAT_027_001","Seminal vesicle","seminal_vesicles",26
"IMPC_PAT_028_001","Ovary","ovary",26
"IMPC_PAT_029_001","Uterus","uterus",26
"IMPC_PAT_049_001","Body Weight","body_weight",26
"IMPC_PAT_052_001","Experimenter ID","experimenter",26
"IMPC_PAT_054_001","Method of sacrifice","sacrifice",26
"IMPC_PAT_055_001","Method of Blood Collection","blood_collection",26
"IMPC_PAT_056_001","Equipment ID","equipment_name",26
"IMPC_PAT_057_001","Images","images",26
"IMPC_PAT_058_001","Fixative","fixative",26
"IMPC_PAT_059_001","Date equipment last calibrated","date_equipment_last_calibrated",26
"IMPC_PAT_060_001","Equipment manufacturer","equipment_manufacturer",26
"IMPC_PAT_061_001","Equipment model","equipment_model",26
"IMPC_PAT_030_001","Date of sacrifice","date_of_sacrifice",26
"IMPC_PAT_031_001","ID for sample banking protocol","ID for center-specific cassette processing protocol",26
"IMPC_PAT_032_001","Comments (in English)","General comments, in English",26
"IMPC_HOU_001_001","Submitter ID","submitter_id",30
"IMPC_HOU_002_001","Phenotyping project(s)","phenotyping_project_s",30
"IMPC_HOU_003_001","Pipeline ID(s)","pipeline_id_s",30
"IMPC_HOU_004_001","Start Date","start_date",30
"IMPC_HOU_005_001","End Date","end_date",30
"IMPC_HOU_006_001","Stage of the pipeline(s) - Start Week","stage_of_the_pipeline_s_start_week",30
"IMPC_HOU_007_001","Stage of the pipeline(s) - End Week","stage_of_the_pipeline_s_end_week",30
"IMPC_HOU_008_001","Procedure IDs associated with this block","procedure_ids_associated_with_this_stage_of_the_pipeline_s",30
"IMPC_HOU_010_001","Housing - temperature range - Minimum","housing_temperature_range_minimum",30
"IMPC_HOU_011_001","Housing - temperature range - Maximum","housing_temperature_range_maximum",30
"IMPC_HOU_013_001","Housing - relative humidity range - Minimum","housing_relative_humidity_range_minimum",30
"IMPC_HOU_014_001","Housing - relative humidity range - Maximum","housing_relative_humidity_range_maximum",30
"IMPC_HOU_016_001","Housing - air changes per hour in the room - Minimum","housing_air_changes_per_hour_in_the_room_minimum",30
"IMPC_HOU_017_001","Housing - air changes per hour in the room - Maximum","housing_air_changes_per_hour_in_the_room_maximum",30
"IMPC_HOU_018_001","Housing - air changes per hour in the room - Units","housing_air_changes_per_hour_in_the_room_units",30
"IMPC_HOU_020_001","Housing - air changes per hour in the IVC unit - Minimum","housing_air_changes_per_hour_in_the_ivc_unit_minimum",30
"IMPC_HOU_021_001","Housing - air changes per hour in the IVC unit - Maximum","housing_air_changes_per_hour_in_the_ivc_unit_maximum",30
"IMPC_HOU_022_001","Housing - air changes per hour in the IVC unit - Units","housing_air_changes_per_hour_in_the_ivc_unit_units",30
"IMPC_HOU_024_001","Housing - can you quantify the light intensity range experienced","housing_can_you_quantify_the_light_intensity_range_experienced",30
"IMPC_HOU_025_001","Housing - light intensity range - Minimum","housing_light_intensity_range_minimum",30
"IMPC_HOU_026_001","Housing - light intensity range - Maximum","housing_light_intensity_range_maximum",30
"IMPC_HOU_029_001","Housing - cage manufacturer and racking system","housing_cage_manufacturer_and_racking_system",30
"IMPC_HOU_030_001","Housing - cage dimensions - Height","housing_cage_dimensions_height",30
"IMPC_HOU_031_001","Housing - cage dimensions - Length","housing_cage_dimensions_length",30
"IMPC_HOU_032_001","Housing - cage dimensions - Width","housing_cage_dimensions_width",30
"IMPC_HOU_033_001","Housing - animals per cage - Minimum","housing_animals_per_cage_minimum",30
"IMPC_HOU_034_001","Housing - animals per cage - Maximum","housing_animals_per_cage_maximum",30
"IMPC_HOU_035_001","Housing - bedding type","housing_bedding_type",30
"IMPC_HOU_037_001","Housing - cage enrichment","housing_cage_enrichment",30
"IMPC_HOU_039_001","Housing - frequency of handling","housing_frequency_of_handling",30
"IMPC_HOU_040_001","Nutrition - supplier and product ID of diet","nutrition_supplier_and_product_id_of_diet",30
"IMPC_HOU_042_001","Nutrition - Diet Mass Known","nutrition_do_you_know_the_composition_of_the_diet_average_based_on_mass",30
"IMPC_HOU_043_001","Nutrition - average composition (based on mass) - Carbohydrate","nutrition_average_composition_based_on_mass_carbohydrate",30
"IMPC_HOU_044_001","Nutrition - average composition (based on mass) - Fat","nutrition_average_composition_based_on_mass_fat",30
"IMPC_HOU_045_001","Nutrition - average composition (based on mass) - Protein","nutrition_average_composition_based_on_mass_protein",30
"IMPC_HOU_046_001","Nutrition - Diet Cal Known","nutrition_do_you_know_the_composition_of_the_diet_average_based_on_calorific_content",30
"IMPC_HOU_047_001","Nutrition - Diet Cal Carb","nutrition_average_composition_based_on_calorific_content_carbohydrate",30
"IMPC_HOU_048_001","Nutrition - average composition (based on calorific content) - Fat","nutrition_average_composition_based_on_calorific_content_fat",30
"IMPC_HOU_049_001","Nutrition - average composition (based on calorific content) - Protein","nutrition_average_composition_based_on_calorific_content_protein",30
"IMPC_HOU_051_001","Nutrition - source of lipids","nutrition_source_of_lipids",30
"IMPC_HOU_053_001","Water - pre-treatment","water_pre_treatment",30
"IMPC_HOU_057_001","Microbiological status - method used to protect the status","microbiological_status_method_used_to_protect_the_status",30
"IMPC_HOU_058_001","Microbiological status - closed barrier detail","microbiological_status_closed_barrier_detail",30
"IMPC_HOU_059_001","Microbiological status - quarantine method","microbiological_status_quarantine_method",30
"IMPC_HOU_060_001","Microbiological status - live animals allowed to join the unit","microbiological_status_live_animals_allowed_to_join_the_unit",30
"IMPC_HOU_061_001","Microbiological status - acclimation period for live animals - Minimum","microbiological_status_acclimation_period_for_live_animals_minimum",30
"IMPC_HOU_062_001","Microbiological status - acclimation period for live animals - Maximum","microbiological_status_acclimation_period_for_live_animals_maximum",30
"IMPC_HOU_063_001","Microbiological status - pathogens tested for","microbiological_status_pathogens_tested_for",30
"IMPC_HOU_064_001","Microbiological Status - Pathogen Positive","microbiological_status_is_your_unit_positive_for_any_of_the_pathogens_tested",30
"IMPC_HOU_065_001","Microbiological status - pathogens your unit is positive for","microbiological_status_pathogens_your_unit_is_positive_for",30
"IMPC_HOU_066_001","Nutrition - do you know the source of lipids","nutrition_-_do_you_know_the_source_of_lipids",30
"IMPC_HOU_067_001","Block descriptor","block_descriptor",30
"IMPC_CAL_010_003","Time of dark cycle start","The starting datetime of the dark cycle. E.g. 2013-02-28T06:25:00-08:00+01 or 2013-02-28T06:25:00Z",32
"IMPC_CAL_020_003","Time of dark cycle end","The ending time of the dark cycle. E.g. 2013-02-28T06:25:00-08:00+01 or 2013-02-28T06:25:00Z",32
"IMPC_CAL_042_001","Respiratory Exchange Ratio series","respiratory_exchange_ratio_series",32
"IMPC_HWT_003_001","Experimenter ID","experimenter",27
"IMPC_HWT_005_001","Method of sacrifice","sacrifice",27
"IMPC_HWT_006_001","Equipment ID","equipment_name",27
"IMPC_HWT_007_001","Body weight","body_weight",27
"IMPC_HWT_008_001","Heart weight","heart_weight",27
"IMPC_HWT_009_001","Date equipment last calibrated","date_equipment_last_calibrated",27
"IMPC_HWT_010_001","Equipment manufacturer","equipment_manufacturer",27
"IMPC_HWT_011_001","Equipment model","equipment_model",27
"IMPC_HWT_001_001","Date of sacrifice","date_of_sacrifice",27
"IMPC_HWT_002_001","Tibia length","tibia_length",27
"IMPC_HWT_012_001","Heart weight normalised against body weight","heart_weight_normalised_against_body_weight",27
"IMPC_HWT_013_001","Heart weight normalised against tibia length","heart_weight_normalised_against_tibia_length",27
"IMPC_IMM_001_001","Spleen weight","spleen_weight",31
"IMPC_IMM_002_001","Percentage of live gated events in Panel A","percentage_of_live_gated_events_in_panel_a",31
"IMPC_IMM_003_001","T cells (panel A)","t_cells_(panel_a)",31
"IMPC_IMM_004_001","NKT cells (panel A)","nkt_cells_(panel_a)",31
"IMPC_IMM_005_001","NK cells (panel A)","nk_cells_(panel_a)",31
"IMPC_IMM_006_001","Others","others",31
"IMPC_IMM_007_001","CD4 T cells","cd4_t_cells",31
"IMPC_IMM_008_001","CD8 T cells","cd8_t_cells",31
"IMPC_IMM_009_001","DN T cells","dn_t_cells",31
"IMPC_IMM_010_001","DP T cells","dp_t_cells",31
"IMPC_IMM_011_001","CD4 NKT cells","cd4_nkt_cells",31
"IMPC_IMM_012_001","CD8 NKT cells","cd8_nkt_cells",31
"IMPC_IMM_013_001","DN NKT cells","dn_nkt_cells",31
"IMPC_IMM_014_001","CD4 CD25+ T cells","cd4_cd25+_t_cells",31
"IMPC_IMM_015_001","CD4 CD25- T cells","cd4_cd25-_t_cells",31
"IMPC_IMM_016_001","CD8 CD25+ T cells","cd8_cd25+_t_cells",31
"IMPC_IMM_017_001","CD8 CD25- T cells","cd8_cd25-_t_cells",31
"IMPC_IMM_018_001","DN CD25+ T cells","dn_cd25+_t_cells",31
"IMPC_IMM_019_001","DN CD25- T cells","dn_cd25-_t_cells",31
"IMPC_IMM_020_001","CD4 CD25+ NKT cells","cd4_cd25+_nkt_cells",31
"IMPC_IMM_021_001","CD4 CD25- NKT cells","cd4_cd25-_nkt_cells",31
"IMPC_IMM_022_001","CD8 CD25+ NKT cells","cd8_cd25+_nkt_cells",31
"IMPC_IMM_023_001","CD8 CD25- NKT cells","cd8_cd25-_nkt_cells",31
"IMPC_IMM_024_001","DN CD25+ NKT cells","dn_cd25+_nkt_cells",31
"IMPC_IMM_025_001","DN CD25- NKT cells","dn_cd25-_nkt_cells",31
"IMPC_IMM_028_001","CD4 CD44+CD62L- T cells","cd4_cd44+cd62l-_t_cells",31
"IMPC_IMM_029_001","CD4 CD44+CD62L+ T cells","cd4_cd44+cd62l+_t_cells",31
"IMPC_IMM_030_001","CD4 CD44-CD62L+ T cells","cd4_cd44-cd62l+_t_cells",31
"IMPC_IMM_031_001","CD4 CD44-CD62L- T cells","cd4_cd44-cd62l-_t_cells",31
"IMPC_IMM_032_001","CD8 CD44+CD62L- T cells","cd8_cd44+cd62l-_t_cells",31
"IMPC_IMM_033_001","CD8 CD44+CD62L+ T cells","cd8_cd44+cd62l+_t_cells",31
"IMPC_IMM_034_001","CD8 CD44-CD62L+ T cells","cd8_cd44-cd62l+_t_cells",31
"IMPC_IMM_035_001","CD8 CD44-CD62L- T cells","cd8_cd44-cd62l-_t_cells",31
"IMPC_IMM_036_001","DN CD44+CD62L- T cells","dn_cd44+cd62l-_t_cells",31
"IMPC_IMM_037_001","DN CD44+CD62L+ T cells","dn_cd44+cd62l+_t_cells",31
"IMPC_IMM_038_001","DN CD44-CD62L+ T cells","dn_cd44-cd62l+_t_cells",31
"IMPC_IMM_039_001","DN CD44-CD62L- T cells","dn_cd44-cd62l-_t_cells",31
"IMPC_IMM_040_001","CD4 CD44+CD62L- NKT cells","cd4_cd44+cd62l-_nkt_cells",31
"IMPC_IMM_041_001","CD4 CD44+CD62L+ NKT cells","cd4_cd44+cd62l+_nkt_cells",31
"IMPC_IMM_042_001","CD4 CD44-CD62L+ NKT cells","cd4_cd44-cd62l+_nkt_cells",31
"IMPC_IMM_043_001","CD8 CD44+CD62L- NKT cells","cd8_cd44+cd62l-_nkt_cells",31
"IMPC_IMM_044_001","CD8 CD44+CD62L+ NKT cells","cd8_cd44+cd62l+_nkt_cells",31
"IMPC_IMM_045_001","CD8 CD44-CD62L+ NKT cells","cd8_cd44-cd62l+_nkt_cells",31
"IMPC_IMM_046_001","DN CD44+CD62L- NKT cells","dn_cd44+cd62l-_nkt_cells",31
"IMPC_IMM_047_001","DN CD44+CD62L+ NKT cells","dn_cd44+cd62l+_nkt_cells",31
"IMPC_IMM_048_001","DN CD44-CD62L+ NKT cells","dn_cd44-cd62l+_nkt_cells",31
"IMPC_IMM_049_001","Percentage of live gated events in Panel B","percentage_of_live_gated_events_in_panel_b",31
"IMPC_IMM_050_001","Neutrophils","neutrophils",31
"IMPC_IMM_051_001","Monocytes","monocytes",31
"IMPC_IMM_052_001","Eosinophils","eosinophils",31
"IMPC_IMM_053_001","NK Cells (panel B)","nk_cells_(panel_b)",31
"IMPC_IMM_054_001","NK Subsets (Q1)","nk_subsets_(q1)",31
"IMPC_IMM_055_001","NK Subsets (Q2)","nk_subsets_(q2)",31
"IMPC_IMM_056_001","NK Subsets (Q3)","nk_subsets_(q3)",31
"IMPC_IMM_057_001","NK Subsets (Q4)","nk_subsets_(q4)",31
"IMPC_IMM_058_001","NKT Cells (panel B)","nkt_cells_(panel_b)",31
"IMPC_IMM_059_001","NKT Subsets (Q1)","nkt_subsets_(q1)",31
"IMPC_IMM_060_001","NKT Subsets (Q3)","nkt_subsets_(q3)",31
"IMPC_IMM_061_001","T Cells (panel B)","t_cells_(panel_b)",31
"IMPC_IMM_062_001","T Subset","t_subset",31
"IMPC_IMM_063_001","B Cells","b_cells",31
"IMPC_IMM_064_001","B1B Cells","b1b_cells",31
"IMPC_IMM_065_001","B2B Cells","b2b_cells",31
"IMPC_IMM_066_001","Follicular B Cells","follicular_b_cells",31
"IMPC_IMM_067_001","Follicular B Cells (CD21/35+)","follicular_b_cells_(cd21/35+)",31
"IMPC_IMM_068_001","Transitional B Cells","transitional_b_cells",31
"IMPC_IMM_069_001","Transitional B Cells (CD21/35 low)","transitional_b_cells_(cd21/35_low)",31
"IMPC_IMM_070_001","MZB","mzb",31
"IMPC_IMM_071_001","MZB (CD21/35 high)","mzb_(cd21/35_high)",31
"IMPC_IMM_072_001","cDCs","cdcs",31
"IMPC_IMM_073_001","cDCs CD11b Type","cdcs_cd11b_type",31
"IMPC_IMM_074_001","pDCs","pdcs",31
"IMPC_IMM_075_001","RP Macrophage (F4/80+)","rp_macrophage_(f4/80+)",31
"IMPC_IMM_076_001","RP Macrophage (CD19-  CD11c-)","rp_macrophage_(cd19-__cd11c-)",31
"IMPC_IMM_077_001","Equipment name","equipment_name",31
"IMPC_IMM_078_001","Equipment manufacturer","equipment_manufacturer",31
"IMPC_IMM_079_001","Equipment model","equipment_model",31
"IMPC_IMM_080_001","CS&T Bead lot","cs&t_bead_lot",31
"IMPC_IMM_081_001","Anesthesia","anesthesia",31
"IMPC_IMM_082_001","Cell digestion","cell_digestion",31
"IMPC_IMM_083_001","Cell digestion agent","cell_digestion_agent",31
"IMPC_IMM_084_001","Cell digestion agent manufacturer","cell_digestion_agent_manufacturer",31
"IMPC_IMM_085_001","Cell digestion agent catalog number","cell_digestion_agent_catalog_number",31
"IMPC_IMM_086_001","Cell counting","cell_counting",31
"IMPC_IMM_087_001","Cell counting equipment manufacturer","cell_counting_equipment_manufacturer",31
"IMPC_IMM_088_001","Cell counting equipment model","cell_counting_equipment_model",31
"IMPC_IMM_089_001","Cell counting equipment name","cell_counting_equipment_name",31
"IMPC_IMM_090_001","Cell lysis buffer manufacturer","cell_lysis_buffer_manufacturer",31
"IMPC_IMM_091_001","Cell lysis buffer catalog number","cell_lysis_buffer_catalog_number",31
"IMPC_IMM_092_001","Date and time of sacrifice","date_and_time_of_sacrifice",31
"IMPC_IMM_093_001","Date and time of sample preparation","date_and_time_of_sample_preparation",31
"IMPC_IMM_094_001","Sample storage temperature until analysis (in Celsius)","sample_storage_temperature_until_analysis_(in_celsius)",31
"IMPC_IMM_095_001","FCS repository reference (URL/ID)","fcs_repository_reference_(url/id)",31
"IMPC_IMM_026_001","Total number of acquired events in Panel A","total_number_of_acquired_events_in_panel_a",31
"IMPC_IMM_027_001","Total number of acquired events in Panel B","total_number_of_acquired_events_in_panel_b",31
"IMPC_IMM_096_001","Balanced salt solution type","balanced_salt_solution_type",31
"IMPC_IMM_097_001","Balanced salt solution manufacturer","balanced_salt_solution_manufacturer",31
"IMPC_IMM_098_001","Balanced salt solution catalog number","balanced_salt_solution_catalog_number",31
"IMPC_IMM_099_001","RPMI manufacturer","rpmi_manufacturer",31
"IMPC_IMM_100_001","RPMI catalog number","rpmi_catalog_number",31
"IMPC_IMM_101_001","DNAse I manufacturer","dnase_i_manufacturer",31
"IMPC_IMM_102_001","DNAse I catalog number","dnase_i_catalog_number",31
"IMPC_IMM_103_001","Dead cell exclusion dye","dead_cell_exclusion_dye",31
"IMPC_IMM_104_001","Dead cell exclusion dye manufacturer","dead_cell_exclusion_dye_manufacturer",31
"IMPC_IMM_105_001","Dead cell exclusion dye catalog number","dead_cell_exclusion_dye_catalog_number",31
"IMPC_IMM_106_001","Cell digestion temperature (in Celsius)","cell_digestion_temperature_(in_celsius)",31
"IMPC_IMM_107_001","Panel A FCS file(s)","panel_a_fcs_file(s)",31
"IMPC_IMM_108_001","Panel B FCS file(s)","panel_b_fcs_file(s)",31
"IMPC_IMM_109_001","Automated analysis","automated_analysis",31
"IMPC_IMM_110_001","Collection buffer manufacturer","collection_buffer_manufacturer",31
"IMPC_IMM_111_001","Collection buffer catalog number number","collection_buffer_catalog_number_number",31
"IMPC_IMM_112_001","FACS buffer manufacturer","facs_buffer_manufacturer",31
"IMPC_IMM_113_001","FACS buffer catalog number","facs_buffer_catalog_number",31
"IMPC_IMM_114_001","Enzyme buffer manufacturer","enzyme_buffer_manufacturer",31
"IMPC_IMM_115_001","Enzyme buffer catalog number","enzyme_buffer_catalog_number",31
"IMPC_GEL_001_001","Alive","alive",21
"IMPC_GEL_002_001","Scored","scored",21
"IMPC_GEL_003_001","Cardiovascular System","cardiovascular_system",21
"IMPC_GEL_004_001","Cardiovascular Development","cardiovascular_development",21
"IMPC_GEL_005_001","Vascular Development","vascular_development",21
"IMPC_GEL_006_001","Pericardium Morphology","pericardium_morphology",21
"IMPC_GEL_007_001","Failure heart looping","failure_heart_looping",21
"IMPC_GEL_008_001","Absent heartbeat","absent_heartbeat",21
"IMPC_GEL_009_001","Embryogenesis Phenotype","embryogenesis_phenotype",21
"IMPC_GEL_010_001","Abnormal Gastrulation","abnormal_gastrulation",21
"IMPC_GEL_011_001","Embryo turning","embryo_turning",21
"IMPC_GEL_012_001","Incomplete embryo turning","incomplete_embryo_turning",21
"IMPC_GEL_013_001","Extraembryonic tissue morphology","extraembryonic_tissue_morphology",21
"IMPC_GEL_014_001","Allantois Morphology","allantois_morphology",21
"IMPC_GEL_015_001","Vitelline vasculature morphology","vitelline_vasculature_morphology",21
"IMPC_GEL_016_001","Vitelline vein morphology","vitelline_vein_morphology",21
"IMPC_GEL_017_001","Pale yolk sac","pale_yolk_sac",21
"IMPC_GEL_018_001","Visceral yolk sac morphology","visceral_yolk_sac_morphology",21
"IMPC_GEL_019_001","Chorioallantoic fusion","chorioallantoic_fusion",21
"IMPC_GEL_020_001","Developmental Patterning","developmental_patterning",21
"IMPC_GEL_021_001","Left-right axis patterning","left_right_axis_patterning",21
"IMPC_GEL_022_001","Direction of heart looping","direction_of_heart_looping",21
"IMPC_GEL_023_001","Somite development","somite_development",21
"IMPC_GEL_024_001","Branchial arch morphology","branchial_arch_morphology",21
"IMPC_GEL_025_001","Neural fold mophology","neural_fold_mophology",21
"IMPC_GEL_026_001","Neural tube morphology/development","neural_tube_morphology_development",21
"IMPC_GEL_027_001","Neural tube closure","neural_tube_closure",21
"IMPC_GEL_028_001","Forebrain","forebrain",21
"IMPC_GEL_029_001","Midbrain","midbrain",21
"IMPC_GEL_030_001","Hindbrain","hindbrain",21
"IMPC_GEL_031_001","Spinal cord","spinal_cord",21
"IMPC_GEL_032_001","Embryo Size","embryo_size",21
"IMPC_GEL_033_001","Tail bud morphology","tail_bud_morphology",21
"IMPC_GEL_034_001","Integument","integument",21
"IMPC_GEL_035_001","Skin Appearance","skin_appearance",21
"IMPC_GEL_036_001","Pallor","pallor",21
"IMPC_GEL_037_001","Blebs","blebs",21
"IMPC_GEL_038_001","Limb Bud Morphology","limb_bud_morphology",21
"IMPC_GEL_039_001","Vision/Eye","vision_eye",21
"IMPC_GEL_040_001","Eye development","eye_development",21
"IMPC_GEL_041_001","Hearing/Vestibular/Ear","hearing_vestibular_ear",21
"IMPC_GEL_042_001","Otic vesicle morphology","otic_vesicle_morphology",21
"IMPC_GEL_043_001","Comment on image","comment_on_image",21
"IMPC_GEL_044_001","Images","images",21
"IMPC_GEL_045_001","Experimenter ID","experimenter_id",21
"IMPC_GEL_046_001","Equipment ID","equipment_id",21
"IMPC_GEL_047_001","Equipment Manufacturer","equipment_manufacturer",21
"IMPC_GEL_048_001","Equipment Model","equipment_model",21
"IMPC_GEL_049_001","Fixative","fixative",21
"IMPC_GEL_050_001","Time of Dissection","time_of_dissection",21
"IMPC_GEL_051_001","Somite Stage","somite_stage",21
"IMPC_GEL_052_001","Time of dark cycle start","time_of_dark_cycle_start",21
"IMPC_GEL_053_001","Time of dark cycle end","time_of_dark_cycle_end",21
"IMPC_GEL_054_001","Date equipment last calibrated","date_equipment_last_calibrated",21
"IMPC_BLK_003_001","Experimenter ID","experimenter",43
"IMPC_BLK_006_001","Fixative","fixative",43
"IMPC_BLK_007_001","Tissue storage ID(s)","cassette_id",43
"IMPC_BLK_008_001","Embedding medium","embedding_medium",43
"IMPC_BLK_009_001","Embedding orientation","embedding_orientation",43
"IMPC_BLK_010_001","Brain","brain",43
"IMPC_BLK_011_001","Eye 1 with optic nerve (optic nerve parallel to cassette surface)","eye_1_with_optic_nerve_optic_nerve_parallel_to_cassette_surface_",43
"IMPC_BLK_012_001","Eye 2 with optic nerve (within skull)","eye_2_with_optic_nerve_within_skull_",43
"IMPC_BLK_013_001","Spinal cord","spinal_cord",43
"IMPC_BLK_014_001","Thymus","thymus",43
"IMPC_BLK_015_001","Thyroid","thyroid",43
"IMPC_BLK_016_001","Heart","heart",43
"IMPC_BLK_017_001","Trachea","trachea",43
"IMPC_BLK_018_001","Esophagus","esophagus",43
"IMPC_BLK_019_001","Lung","lung",43
"IMPC_BLK_020_001","Liver","liver",43
"IMPC_BLK_021_001","Gall bladder","gall_bladder",43
"IMPC_BLK_022_001","Stomach","stomach",43
"IMPC_BLK_023_001","Small intestine","small_intestine",43
"IMPC_BLK_024_001","Large intestine","large_intestine",43
"IMPC_BLK_025_001","Pancreas","pancreas",43
"IMPC_BLK_026_001","Spleen","spleen",43
"IMPC_BLK_027_001","Left Kidney","left_kidney",43
"IMPC_BLK_028_001","Right Kidney","right_kidney",43
"IMPC_BLK_029_001","Left Adrenal gland","left_adrenal_gland",43
"IMPC_BLK_030_001","Right Adrenal gland","right_adrenal_gland",43
"IMPC_BLK_031_001","Mammary gland","mammary_gland",43
"IMPC_BLK_032_001","Lymph node","lymph_node",43
"IMPC_BLK_033_001","Skin","skin",43
"IMPC_BLK_034_001","Skeletal muscle","skeletal_muscle",43
"IMPC_BLK_035_001","Urinary bladder","urinary_bladder",43
"IMPC_BLK_036_001","Testes","testes",43
"IMPC_BLK_037_001","Epididymis","epididymis",43
"IMPC_BLK_038_001","Prostate","prostate",43
"IMPC_BLK_039_001","Seminal vesicles","seminal_vesicles",43
"IMPC_BLK_040_001","Ovary","ovary",43
"IMPC_BLK_041_001","Uterus","uterus",43
"IMPC_BLK_042_001","Additional tissues","additional_tissues",43
"IMPC_BLK_001_001","Date of sacrifice","date_of_sacrifice",43
"IMPC_BLK_002_001","Date of necropsy","date_of_necropsy",43
"IMPC_BLK_043_001","Salivary gland","salivary_gland",43
"IMPC_BLK_044_001","Sternum","sternum",43
"IMPC_BLK_045_001","Femur","femur",43
"IMPC_BLK_046_001","Bone marrow","bone_marrow",43
"IMPC_BLK_047_001","Brown fat","brown_fat",43
"IMPC_BLK_048_001","Tibia","tibia",43
"IMPC_BLK_049_001","Knee joint","knee_joint",43
"IMPC_BLK_050_001","Trigeminal V nerve","trigeminal_v_nerve",43
"IMPC_BLK_051_001","Nasal cavity","nasal_cavity",43
"IMPC_BLK_052_001","Ear","ear",43
"IMPC_BLK_053_001","Tooth","tooth",43
"IMPC_BLK_054_001","Tongue","tongue",43
"IMPC_BLK_055_001","Sciatic nerve","sciatic_nerve",43
"IMPC_BLK_056_001","Bone","bone",43
"IMPC_GEL_007_002","Failure heart looping","failure_heart_looping",21
"IMPC_GEL_008_002","Absent heartbeat","absent_heartbeat",21
"IMPC_GEL_012_002","Incomplete embryo turning","incomplete_embryo_turning",21
"IMPC_GEL_017_002","Pale yolk sac","pale_yolk_sac",21
"IMPC_GEL_036_002","Pallor","pallor",21
"IMPC_GEL_037_002","Blebs","blebs",21
"IMPC_GEL_055_001","Severely Dysmorphic","severely_dysmorphic",21
"IMPC_ACS_040_001","Acoustic startle response measure","acoustic_startle_response_measure",1
"IMPC_GEL_056_001","Edema","edema",21
"IMPC_GEL_057_001","Heart looping","heart_looping",21
"IMPC_GEL_058_001","Heart morphology","heart_morphology",21
"IMPC_GEL_059_001","Hemorrhage","hemorrhage",21
"IMPC_GEL_060_001","Neural tube morphology","neural_tube_morphology",21
"IMPC_GEL_061_001","Optic vesicle morphology","optic_vesicle_morphology",21
"IMPC_GEL_062_001","CRL","crl",21
"IMPC_GEL_063_001","Delayed embryonic development","delayed_embryonic_development",21
"IMPC_GEL_064_001","Somite Morphology","somite_morphology",21
"IMPC_GEL_065_001","Left-right axis patterning","left-right_axis_patterning",21
"IMPC_GEL_066_001","Vascular morphology","vascular_morphology",21
"IMPC_HIS_179_001","Brain - Significance score","brain_-_significance_score",29
"IMPC_HIS_180_001","Eye with optic nerve - Significance score","eye_with_optic_nerve_-_significance_score",29
"IMPC_HIS_181_001","Spinal cord - Significance score","spinal_cord_-_significance_score",29
"IMPC_HIS_182_001","Thymus - Significance score","thymus_-_significance_score",29
"IMPC_HIS_183_001","Thyroid - Significance score","thyroid_-_significance_score",29
"IMPC_HIS_184_001","Heart - Significance score","heart_-_significance_score",29
"IMPC_HIS_185_001","Trachea - Significance score","trachea_-_significance_score",29
"IMPC_HIS_186_001","Esophagus - Significance score","esophagus_-_significance_score",29
